0.000000000000000000e+00,1.318741409584138846e-06
2.083333333333333218e-02,2.927390520223512811e-05
4.166666666666666435e-02,1.651383606445352623e-04
6.250000000000000000e-02,5.514488893939709698e-04
8.333333333333332871e-02,1.340684911419255144e-03
1.041666666666666574e-01,2.632583590702816927e-03
1.250000000000000000e-01,4.465375243713929840e-03
1.458333333333333148e-01,6.863567660203099760e-03
1.666666666666666574e-01,9.882187372071457587e-03
1.875000000000000000e-01,1.355412219365959882e-02
2.083333333333333148e-01,1.785784354085959494e-02
2.291666666666666574e-01,2.276067419524438820e-02
2.500000000000000000e-01,2.826239151238577399e-02
2.708333333333333148e-01,3.434968723004529212e-02
2.916666666666666297e-01,4.095871269194459319e-02
3.125000000000000000e-01,4.801763984458747025e-02
3.333333333333333148e-01,5.550370568897122076e-02
3.541666666666666297e-01,6.340708630674109225e-02
3.750000000000000000e-01,7.167095630963023212e-02
3.958333333333333148e-01,8.020838548044800786e-02
4.166666666666666297e-01,8.895525903910093957e-02
4.375000000000000000e-01,9.786788336834281732e-02
4.583333333333333148e-01,1.068688529209161769e-01
4.791666666666666297e-01,1.158740771616720844e-01
5.000000000000000000e-01,1.248513080525733565e-01
5.208333333333332593e-01,1.337830878718548333e-01
5.416666666666666297e-01,1.426178438156249506e-01
5.625000000000000000e-01,1.513112743497904977e-01
5.833333333333332593e-01,1.598724359169951814e-01
6.041666666666666297e-01,1.683262691752431539e-01
6.250000000000000000e-01,1.766530905402940443e-01
6.458333333333332593e-01,1.848242484367254024e-01
6.666666666666666297e-01,1.928618454008849681e-01
6.875000000000000000e-01,2.008038381407395156e-01
7.083333333333332593e-01,2.086436933202310828e-01
7.291666666666666297e-01,2.163655184592227221e-01
7.500000000000000000e-01,2.239989524526268538e-01
7.708333333333332593e-01,2.315834273949888278e-01
7.916666666666666297e-01,2.391132285962083159e-01
8.125000000000000000e-01,2.465730601556922752e-01
8.333333333333332593e-01,2.539934435612409835e-01
8.541666666666666297e-01,2.614149692557994897e-01
8.750000000000000000e-01,2.688331057303384175e-01
8.958333333333332593e-01,2.762329383877925038e-01
9.166666666666666297e-01,2.836323503038914451e-01
9.375000000000000000e-01,2.910435584558866418e-01
9.583333333333332593e-01,2.984402159617905448e-01
9.791666666666666297e-01,3.057975019201980005e-01
1.000000000000000000e+00,3.131433935111242461e-01
1.020833333333333259e+00,3.205203588460374120e-01
