0.000000000000000000e+00,1.404793770108498575e+04
2.083333333333333218e-02,1.489587398271065831e+04
4.166666666666666435e-02,1.524835797084663864e+04
6.250000000000000000e-02,1.444092096495654550e+04
8.333333333333332871e-02,1.403979592689638230e+04
1.041666666666666574e-01,1.530517170312989765e+04
1.250000000000000000e-01,1.520872531441977117e+04
1.458333333333333148e-01,1.375036523486926308e+04
1.666666666666666574e-01,1.401883026906587475e+04
1.875000000000000000e-01,1.538255857279735210e+04
2.083333333333333148e-01,1.487695300525425046e+04
2.291666666666666574e-01,1.389200990943661600e+04
2.500000000000000000e-01,1.453764197310688178e+04
2.708333333333333148e-01,1.488085440605183976e+04
2.916666666666666297e-01,1.498211241150516435e+04
3.125000000000000000e-01,1.420097475183715505e+04
3.333333333333333148e-01,1.341841413799243674e+04
3.541666666666666297e-01,1.478088399411517457e+04
3.750000000000000000e-01,1.587866299527937372e+04
3.958333333333333148e-01,1.378034762195713847e+04
4.166666666666666297e-01,1.284873489331024757e+04
4.375000000000000000e-01,1.562518426916806857e+04
4.583333333333333148e-01,1.550699534598568061e+04
4.791666666666666297e-01,1.281639452726063246e+04
5.000000000000000000e-01,1.376630916737739244e+04
5.208333333333332593e-01,1.617547435465530361e+04
5.416666666666666297e-01,1.422676125505158416e+04
5.625000000000000000e-01,1.287535665027235518e+04
5.833333333333332593e-01,1.530840762896628075e+04
6.041666666666666297e-01,1.541913772327280094e+04
6.250000000000000000e-01,1.341958335700160751e+04
6.458333333333332593e-01,1.362583825139186229e+04
6.666666666666666297e-01,1.530884016933949897e+04
6.875000000000000000e-01,1.471153891599833514e+04
7.083333333333332593e-01,1.391690831309303758e+04
7.291666666666666297e-01,1.444482564372006891e+04
7.500000000000000000e-01,1.458462659878197883e+04
7.708333333333332593e-01,1.444833715113031576e+04
7.916666666666666297e-01,1.470715247804399769e+04
8.125000000000000000e-01,1.438316927200581995e+04
8.333333333333332593e-01,1.358206187454370229e+04
8.541666666666666297e-01,1.499665162612190761e+04
8.750000000000000000e-01,1.530316701878622916e+04
8.958333333333332593e-01,1.415479027497132120e+04
9.166666666666666297e-01,1.366160618808349682e+04
9.375000000000000000e-01,1.534915264742410363e+04
9.583333333333332593e-01,1.513279854654677547e+04
9.791666666666666297e-01,1.296832751358795576e+04
1.000000000000000000e+00,1.427386455359972024e+04
1.020833333333333259e+00,1.593031389599362956e+04
1.041666666666666519e+00,1.425412405938590018e+04
1.062500000000000000e+00,1.278316818406086168e+04
1.083333333333333259e+00,1.523881120565098900e+04
1.104166666666666519e+00,1.566412599160628452e+04
1.125000000000000000e+00,1.358571736543552470e+04
1.145833333333333259e+00,1.347538345078669226e+04
1.166666666666666519e+00,1.530541518543276106e+04
1.187500000000000000e+00,1.481584980116297811e+04
1.208333333333333259e+00,1.364165279598862980e+04
1.229166666666666519e+00,1.476441563640079767e+04
1.250000000000000000e+00,1.466949099490976732e+04
1.270833333333333259e+00,1.425911018219769903e+04
1.291666666666666519e+00,1.455755337552911806e+04
1.312500000000000000e+00,1.444966182875046434e+04
1.333333333333333259e+00,1.374238878080645009e+04
1.354166666666666519e+00,1.417387631044818045e+04
1.375000000000000000e+00,1.489524607656753506e+04
1.395833333333333259e+00,1.433411305849076962e+04
1.416666666666666519e+00,1.343345209834458001e+04
1.437500000000000000e+00,1.464126669210662658e+04
1.458333333333333259e+00,1.519827895829316913e+04
1.479166666666666519e+00,1.331658475077039111e+04
1.500000000000000000e+00,1.408933189048619533e+04
1.520833333333333259e+00,1.528778229047320565e+04
1.541666666666666519e+00,1.464489604291088108e+04
1.562500000000000000e+00,1.358026060987412347e+04
1.583333333333333259e+00,1.456366413815589476e+04
1.604166666666666519e+00,1.530035985729347158e+04
1.625000000000000000e+00,1.381983697685095467e+04
1.645833333333333259e+00,1.401724192105522889e+04
1.666666666666666519e+00,1.530145510908693905e+04
1.687500000000000000e+00,1.466925078173346628e+04
1.708333333333333259e+00,1.353328466989048684e+04
1.729166666666666519e+00,1.427967536378508885e+04
1.750000000000000000e+00,1.530119726142200307e+04
1.770833333333333259e+00,1.403757541166628289e+04
1.791666666666666519e+00,1.403910313009252059e+04
1.812500000000000000e+00,1.509185496232672813e+04
1.833333333333333259e+00,1.460249559210167354e+04
1.854166666666666519e+00,1.377988035183453394e+04
1.875000000000000000e+00,1.468601477120638083e+04
1.895833333333333259e+00,1.527640243475761235e+04
1.916666666666666519e+00,1.364204108746646307e+04
1.937500000000000000e+00,1.408450895463834604e+04
1.958333333333333259e+00,1.530238410397659754e+04
1.979166666666666519e+00,1.456635462127907886e+04
2.000000000000000000e+00,1.390552052161422762e+04
2.020833333333333037e+00,1.461011586930929116e+04
2.041666666666666519e+00,1.516734986033228051e+04
2.062500000000000000e+00,1.359091625535279672e+04
2.083333333333333037e+00,1.429119297579998238e+04
2.104166666666666519e+00,1.530614949492325468e+04
2.125000000000000000e+00,1.426431850206801028e+04
2.145833333333333037e+00,1.328944516650219521e+04
2.166666666666666519e+00,1.523137776367360129e+04
2.187500000000000000e+00,1.492593531067607910e+04
